,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,4jWEL2gMhfwfzej0rfgJiQ,starbucks-new-york-264,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/aSBKV7Z1FuT1nV6qgxQUFw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-264?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,55,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 40.71222829959837, 'longitude': -74.00820580822274}",['delivery'],$,"{'address1': '233 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10279', 'country': 'US', 'state': 'NY', 'display_address': ['233 Broadway', 'New York, NY 10279']}",+12126191529,(212) 619-1529,1394.3211276879206
11,E6h-sMLmF86cuituw5zYxw,starbucks-brooklyn-6,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/nNxnfD06ZVax3GhVNhVmMg/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-6?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,148,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.694047, 'longitude': -73.9867893}",['delivery'],$$,"{'address1': '6 MetroTech Ctr', 'address2': 'Poly Tech Institute', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['6 MetroTech Ctr', 'Poly Tech Institute', 'Brooklyn, NY 11201']}",+17185222396,(718) 522-2396,1416.4838232260772
12,Ftrk-Rx1i3okzxnQNuLcnw,starbucks-new-york-143,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/iaVlBYYkRx4DIh5pPI__iQ/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-143?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,96,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.70520877, 'longitude': -74.01128172}",['delivery'],$$,"{'address1': '55 Broad St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['55 Broad St', 'New York, NY 10004']}",+12127422490,(212) 742-2490,1432.2673975770579
13,bbVBza8jlZoVi1meNZbbxw,starbucks-brooklyn-92,Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/0B7AqzK631mxf1fl-wM47A/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-92?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,"{'latitude': 40.69845185950864, 'longitude': -73.97971609999999}",[],,"{'address1': '3 Flushing Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['3 Flushing Ave', 'Brooklyn, NY 11205']}",+13473051487,(347) 305-1487,1454.1824570318834
14,V05D4jAQb3rT3WqEBGq-og,starbucks-new-york-131,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/YL8s3UMYWXYpJ1_UFE0q-A/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-131?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,73,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 40.71504153, 'longitude': -74.00602938}",['delivery'],$$,"{'address1': '291 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['291 Broadway', 'New York, NY 10007']}",+12124065315,(212) 406-5315,1455.0755466868493
15,FrigBgxfxMxwPJNq-hAr0Q,starbucks-new-york-295,Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/YUiI6Vx0m_5NTz6NRfgI9Q/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-295?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,50,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.708758, 'longitude': -74.011055}",['delivery'],$$,"{'address1': '115 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['115 Broadway', 'New York, NY 10006']}",+12127329268,(212) 732-9268,1460.1182942715764
16,LQtVFXqjHW9ffkHNA7TqdQ,starbucks-brooklyn-14,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/ZOrAg7iA1Qrku82k0CVQyg/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-14?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,113,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.69248079, 'longitude': -73.99126236}",['delivery'],$$,"{'address1': '50 Court St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['50 Court St', 'Brooklyn, NY 11201']}",+17188550369,(718) 855-0369,1464.0063634754467
17,CszSAlKolUeJ0-IaRDL0YQ,starbucks-new-york-345,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/pKqgu2tenfxSFKoov2kMRw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-345?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,65,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.71076714, 'longitude': -74.01044104}",['delivery'],$$,"{'address1': '195 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['195 Broadway', 'New York, NY 10007']}",+12123851104,(212) 385-1104,1484.1992447127775
18,IY8HhDLbJGfHLL8GhaUicw,starbucks-brooklyn-40,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/3TITud1dcTgwpys7WrWRzA/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-40?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,53,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.694975, 'longitude': -73.982911}",['delivery'],$$,"{'address1': '309 Gold St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['309 Gold St', 'Brooklyn, NY 11201']}",+13479972633,(347) 997-2633,1512.663399425081
19,RIklVZ2AEvC62MtCPRmFRQ,starbucks-new-york-434,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/D0fgOXPE5ztQkWbVipxaFQ/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-434?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,14,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.7020572, 'longitude': -74.01198708}",['delivery'],$,"{'address1': '1 New York Plz', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['1 New York Plz', 'New York, NY 10004']}",+12127858409,(212) 785-8409,1538.3518914378021
20,8uTTEIDkYuEXywiWcP5w-w,starbucks-new-york-128,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/bwiif4R8_NFKKzTy_HKvAw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-128?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,70,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.713782, 'longitude': -74.009077}",['delivery'],$$,"{'address1': '120 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['120 Church St', 'New York, NY 10007']}",+12125131451,(212) 513-1451,1553.1211454137544
21,JXKpCS9Ru3nt7U0_kFqZgA,starbucks-brooklyn-32,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/VjqMVCdfK9F3iUfdQtBh2g/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-32?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,69,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.691795, 'longitude': -73.988548}",['delivery'],$$,"{'address1': '348 Fulton St', 'address2': 'Fulton Mall', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['348 Fulton St', 'Fulton Mall', 'Brooklyn, NY 11201']}",+17184881719,(718) 488-1719,1593.1977005927135
22,hh2T5aLJsSjpHvPRcQxIJw,starbucks-new-york-511,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/IPjV2DrLpYgGV-bHwfwIkw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-511?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,36,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.71221753310176, 'longitude': -74.0110373180485}",[],$$,"{'address1': '33 Vesey St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['33 Vesey St', 'New York, NY 10007']}",+16468565994,(646) 856-5994,1599.7028784393544
23,chLhbhg91BAxxxYUdcHmFA,starbucks-new-york-428,STARBUCKS,https://s3-media4.fl.yelpcdn.com/bphoto/ucut14YjrdEvlfrLdGjdXA/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-428?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,160,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.719333, 'longitude': -73.989977}",['delivery'],$$,"{'address1': '80 Delancey St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['80 Delancey St', 'New York, NY 10002']}",+19175341397,(917) 534-1397,1586.5595913546208
24,iWoOAvIYqZ8nqx1BYcuZYw,starbucks-new-york-537,Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/JMgf4qMYfdnAZRZHnNWCeg/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-537?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,26,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.719757, 'longitude': -73.99913}","['pickup', 'delivery']",$,"{'address1': '157 Lafayette St', 'address2': '', 'address3': '157 Lafayette', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['157 Lafayette St', '157 Lafayette', 'New York, NY 10013']}",+16468384269,(646) 838-4269,1642.8201284134223
25,01cAFjVfryumdxZCs-QG-A,starbucks-new-york-215,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/qG1CALzQyxRL0MrxTByh8w/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-215?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,52,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"{'latitude': 40.71907606, 'longitude': -74.00262424}",['delivery'],$,"{'address1': '405 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['405 Broadway', 'New York, NY 10013']}",+16466130148,(646) 613-0148,1670.466982765812
26,rveP6oXixE2a2sKwMqS-ww,starbucks-new-york-380,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/R3sguPocqo32eVCyuTppQg/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-380?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,51,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 40.715532, 'longitude': -74.009003}",['delivery'],$,"{'address1': '125 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['125 Chambers St', 'New York, NY 10007']}",+12127916368,(212) 791-6368,1671.91332817136
27,zKrj6ADYDWPzD-jozbYrww,starbucks-new-york-601,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/kvGcUnD1WIbIatmufYhLNw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-601?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,14,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 40.72023566, 'longitude': -74.00095858}",[],,"{'address1': '444 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['444 Broadway', 'New York, NY 10013']}",+12122192277,(212) 219-2277,1737.9611147993944
28,GWuY5Sw6QAEYjvE2QYHwbQ,starbucks-brooklyn-76,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/W1XZnIfxIZa-5syAE7yokg/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-76?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.69069421, 'longitude': -73.98604873}",[],,"{'address1': '422 Fulton St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['422 Fulton St', 'Brooklyn, NY 11201']}",+17188757200,(718) 875-7200,1781.3806247160974
29,wE3_AwZoZ0ZXbngBH1xRrg,starbucks-new-york-294,Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/p5y7vwYiTlQBNw8Bj1hU4Q/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-294?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,57,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"{'latitude': 40.718247, 'longitude': -74.007305}",['delivery'],$,"{'address1': '180 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['180 W Broadway', 'New York, NY 10013']}",+12123437402,(212) 343-7402,1796.9989292760808
30,XhWXyvt0_n5uRxalVsulRA,starbucks-new-york-387,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/8eujiCgSr5mDhBup3zkfkw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-387?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,38,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.7200627, 'longitude': -74.0047478}",['delivery'],$,"{'address1': '32 Avenue Of The Americas', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['32 Avenue Of The Americas', 'New York, NY 10013']}",+12129660984,(212) 966-0984,1848.9065864357208
31,WeWZgrCyh14f-X76wZRMMg,starbucks-brooklyn-73,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/SJPxPDJrB7mP6BKZWQriVg/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-73?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 40.69085, 'longitude': -73.98329}",[],,"{'address1': '445 Gold St', 'address2': None, 'address3': 'Target', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['445 Gold St', 'Target', 'Brooklyn, NY 11201']}",+19293972864,(929) 397-2864,1862.9540522637212
32,AvpB-RQgEW9N4Eip3l3cww,starbucks-new-york-553,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/QM4CzZXPdULlS66xBjcJ_w/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-553?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,64,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 40.7224629, 'longitude': -73.9978143}",['delivery'],$$,"{'address1': '72 Spring St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['72 Spring St', 'New York, NY 10012']}",+12122192961,(212) 219-2961,1915.4464368276865
33,yhGYzWRpVTszItDTvLt-IA,starbucks-brooklyn-77,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/Eh4oYh0oIgNtOqkWTwhS-g/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-77?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,10,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"{'latitude': 40.68919372, 'longitude': -73.98589112}",[],,"{'address1': '45 Hoyt St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['45 Hoyt St', 'Brooklyn, NY 11201']}",+17187971777,(718) 797-1777,1940.9108796183948
